StateAbbr,PlaceName,PlaceFIPS,Population2010,Lat,Long,long_num,lat_num,Temp1990,Temp2020,Temp2050,Temp_Change_2020,Temp_Change_2050,Num_Above_1990,Num_Above_2020,Num_Above_2050,Num_Above_2080,Num_Above_Change_2020,Num_Above_Change_2050,Num_Above_Change_2080
IL,Aurora,1703012,197899,41.763775083700004,-88.29009491,604,295,100.73624755859382,104.74185729980472,108.72448364257816,4.005609741210904,7.988236083984347,2.2727272727272725,8.290909090909091,25.472727272727273,25.472727272727273,6.0181818181818185,23.2,23.2
CA,Fontana,624680,196069,34.0974227833,-117.4592413,138,173,111.36731628417972,113.88654174804692,115.28130554199224,2.519225463867201,3.913989257812517,41.6,63.66363636363637,88.32727272727273,88.32727272727273,22.06363636363637,46.72727272727273,46.72727272727273
NY,Yonkers,3684000,195976,40.946502559699994,-73.863696,835,282,101.44983154296878,104.99225219726566,107.13789855957036,3.542420654296876,5.688067016601579,2.5818181818181816,6.436363636363636,14.809090909090912,14.809090909090912,3.854545454545454,12.22727272727273,12.22727272727273
GA,Augusta,1304204,195844,33.364456152699994,-82.07083968,704,161,105.15687683105473,108.70249450683598,112.6573364257813,3.5456176757812443,7.500459594726564,16.87272727272727,39.36363636363637,72.49090909090908,72.49090909090908,22.490909090909096,55.61818181818181,55.61818181818181
AL,Mobile,150000,195111,30.677624864800002,-88.11844827,607,118,101.03957458496099,103.45167785644534,107.16284851074222,2.412103271484355,6.123273925781234,10.109090909090908,23.6,58.43636363636364,58.43636363636364,13.490909090909094,48.32727272727273,48.32727272727273
AR,Little Rock,541000,193524,34.72539578940001,-92.35837519,539,183,107.66239685058596,109.94755310058596,113.71538574218752,2.28515625,6.052988891601558,20.39090909090909,46.64545454545454,76.78181818181818,76.78181818181818,26.25454545454545,56.39090909090909,56.39090909090909
CA,Moreno Valley,649270,193365,33.92443141119999,-117.2045019,142,170,110.61198425292973,113.61126281738287,116.22933227539068,2.9992785644531352,5.617348022460945,41.09090909090909,62.95454545454546,86.3909090909091,86.3909090909091,21.863636363636367,45.30000000000001,45.30000000000001
CA,Glendale,630000,191719,34.18188937299999,-118.2467667,125,174,105.92728759765627,107.8095367431641,110.05450500488284,1.8822491455078278,4.127217407226567,10.209090909090909,22.790909090909093,41.263636363636365,41.263636363636365,12.581818181818184,31.054545454545455,31.054545454545455
TX,Amarillo,4803000,190695,35.2003835544,-101.8282925,388,190,104.75223937988287,107.16029418945315,111.29395507812505,2.408054809570288,6.541715698242186,18.972727272727273,38.06363636363638,67.14545454545456,67.14545454545456,19.090909090909104,48.172727272727286,48.172727272727286
CA,Huntington Beach,636000,189992,33.695274907700004,-118.0018108,129,166,104.0827435302735,104.53798400878911,107.77746765136723,0.4552404785156057,3.694724121093728,2.190909090909091,3.6545454545454548,7.9,7.9,1.4636363636363638,5.709090909090909,5.709090909090909
GA,Columbus,1319000,189885,32.50996148519999,-84.87704106,659,147,102.82055175781254,106.26515014648442,110.15187133789065,3.444598388671878,7.331319580078116,15.081818181818182,38.654545454545456,71.57272727272728,71.57272727272728,23.572727272727274,56.4909090909091,56.4909090909091
MI,Grand Rapids,2634000,188040,42.96148154139999,-85.65568585,647,314,98.68164489746098,102.14222290039066,105.87820617675784,3.4605780029296795,7.1965612792968585,0.8727272727272727,4.0272727272727264,15.172727272727272,15.172727272727272,3.154545454545454,14.299999999999999,14.299999999999999
UT,Salt Lake City,4967000,186440,40.77784894650001,-111.9312208,226,279,103.91394958496099,107.34066772460942,110.5605407714844,3.426718139648429,6.646591186523409,15.445454545454544,32.1,55.36363636363636,55.36363636363636,16.654545454545456,39.918181818181814,39.918181818181814
FL,Tallahassee,1270600,181376,30.454895121100005,-84.25264599,669,114,101.29032104492192,103.34809326171879,107.6346069335938,2.057772216796863,6.344285888671877,10.61818181818182,32.93636363636363,71.01818181818182,71.01818181818182,22.31818181818181,60.39999999999999,60.39999999999999
MA,Worcester,2582000,181045,42.270542544600005,-71.80794046,868,303,96.40997436523443,99.9551031494141,102.72687133789066,3.545128784179667,6.316896972656224,0.29090909090909084,1.3454545454545455,5.8090909090909095,5.8090909090909095,1.0545454545454547,5.5181818181818185,5.5181818181818185
VA,Newport News,5156000,180719,37.10511413090001,-76.51826445,793,221,101.10309753417974,103.37391113281255,107.75116638183597,2.270813598632813,6.6480688476562335,3.818181818181818,11.70909090909091,25.245454545454542,25.245454545454542,7.890909090909092,21.427272727272726,21.427272727272726
AL,Huntsville,137000,180105,34.698969267100004,-86.63870429,631,182,104.28072265625005,108.43669677734378,112.39168151855472,4.155974121093735,8.11095886230467,8,27.827272727272724,57.83636363636363,57.83636363636363,19.827272727272724,49.83636363636363,49.83636363636363
TN,Knoxville,4740000,178874,35.969059453099995,-83.94958773,674,203,99.98156921386723,104.34312500000006,108.18307739257816,4.361555786132826,8.201508178710924,2.281818181818182,13.709090909090909,37.372727272727275,37.372727272727275,11.427272727272726,35.09090909090909,35.09090909090909
RI,Providence,4459000,178042,41.823480532999994,-71.42181293,874,296,99.44616699218753,101.92941772460941,104.91678161621098,2.4832507324218795,5.4706146240234546,1.0909090909090908,2.327272727272727,7,7,1.2363636363636363,5.909090909090909,5.909090909090909
CA,Santa Clarita,669088,176320,34.4119039185,-118.5035047,121,178,109.40383972167972,112.51193237304692,116.94169677734378,3.108092651367201,7.5378570556640625,35.2,53.95454545454545,77.40909090909092,77.40909090909092,18.75454545454545,42.20909090909092,42.20909090909092
TX,Grand Prairie,4830464,175396,32.6867650238,-97.02093119,465,150,109.59395812988286,111.7382916259766,115.51959899902349,2.1443334960937364,5.925640869140622,52.70909090909091,75.71818181818182,102.32727272727273,102.32727272727273,23.009090909090908,49.61818181818182,49.61818181818182
TX,Brownsville,4810768,175023,25.998197786099997,-97.45663438,458,43,101.80984252929692,104.17966491699221,107.4475317382813,2.3698223876952937,5.6376892089843835,39.79090909090909,69.63636363636364,101.66363636363637,101.66363636363637,29.84545454545455,61.87272727272728,61.87272727272728
MS,Jackson,2836000,173514,32.31627222,-90.21245286,574,144,104.77344848632818,107.8982788085938,112.31446960449225,3.1248303222656233,7.541021118164068,19.42727272727273,42.93636363636364,80.25454545454545,80.25454545454545,23.509090909090908,60.82727272727272,60.82727272727272
KS,Overland Park,2053775,173372,38.88729225749999,-94.68722671,502,249,108.49694030761722,110.15062438964847,115.78616027832034,1.6536840820312477,7.289219970703115,12.072727272727274,25.663636363636364,52.018181818181816,52.018181818181816,13.59090909090909,39.94545454545454,39.94545454545454
CA,Garden Grove,629000,170883,33.7786940635,-117.9601112,130,167,106.18082458496096,106.35976440429693,109.76593261718753,0.17893981933596592,3.5851080322265716,4.090909090909091,7.772727272727273,15.609090909090913,15.609090909090913,3.6818181818181825,11.518181818181823,11.518181818181823
